text,label_class,label
乳房切除后不会患乳腺癌了吗,定义,0
引起支气管扩张的主要因素是什么?,病因,1
尿频尿痛是怎么回事？,病因,1
风湿性心脏病可开车吗,禁忌,9
肾结石可以同房吗,其他,12
请问做完宫颈手术后需要做短波和灌肠吗？,治疗方法,5
低钾是不是其他病因引起的医生,病因,1
金钱草喝山楂可以同时一起泡水喝吗？谢谢。。,其他,12
宝宝吐奶带血正常吗,相关病症,4
宝宝腹胀，常打嗝怎么办？,治疗方法,5
先天性巨结肠手术10年了，现肛门不大如何治疗？,治疗方法,5
"血管瘤的治疗,长在孩子脚上的血管瘤，是这样的，红色的，有凸起，按压有褪色，内蒙古婴儿的血管瘤有在线专家吗？",其他,12
宝宝先吃钙还是鱼肝油呢？想给宝宝补充一下营养，毕竟老喝奶粉也不太好。,治疗方法,5
你好，麻烦问一下脾水治愈需要几年,治疗时间,11
我爷爷患有风湿骨病，想给他买几盒昆仙胶囊，请问在哪里可以买得到？,其他,12
精神方面的病可以彻底根治吗,治疗方法,5
心慌的老人吃了管用吗？给我一个比较好的建议，,其他,12
怎么会有这样的现象呢，肾结石这种情况怎么去解决？,治疗方法,5
48岁阳痿了啊我怕冷啊可以服用肾宝片调理的吗，不知道帮助好不好啊,其他,12
偶尔咳嗽持续了一个月,临床表现(病症表现),3
怀孕3月余，出现内痔脱出，应如何治疗？,治疗方法,5
小腹疼痛，一坐下就感觉有东西从肛门上往上搥，站着还好点,病因,1
强直性脊柱炎性巩膜炎会传给孩子吗,传染性,7
不知道自己怀孕啦，我以为是吃药把胃吃坏啦才知道怀孕啦,其他,12
化血病、糖尿病、白血病,其他,12
当归片能和肤痒颗粒头孢一起服用吗？这两个药物是不是可以合用呢？作用好吗？,禁忌,9
请问月经向后推迟了１０天会不会影响以后生育？,其他,12
包皮龟头炎挂啥科,所属科室,6
拉绿色大便是怎么回事,病因,1
怎么预防乳腺癌,预防,2
肛裂怎么回事！吃点什么药啊！,其他,12
婴幼儿腹泻原因,病因,1
家里人有肺结核，宝宝可能不小心误吃了他的饮料会被传染吗？宝宝打过卡介疫苗,传染性,7
因为我有些贫血，所以需要补血，只是不知道吃了这个药会不会导致内分泌失调,其他,12
我脚踝痛肿服用三七伤药片有效停药又痛咋办呀,治疗方法,5
请问宝宝吃维生素d滴剂会便秘吗？会有什么副作用吗？,其他,12
3.菊明降压丸，想看看效果咋样？多长时间一个疗程？,其他,12
左腿大腿上出现红点是感染尖锐湿疣吗？前两天只有两点的，现在红点变多了，不痛不痒的，是感染尖锐湿疣吗？,定义,0
晚上经常胆汁返流做胃镜显示慢性胃炎伴胆汁返流十二指肠球溃疡吃了1个半月西药也不大管用，我该怎么办,治疗方法,5
溶血性贫血治好得多少年,治疗时间,11
晚上不能好睡，经常醒来，天天零晨5点右左不能睡。这二天测血压100-145。两耳像蝉声听,其他,12
小便是红色是什么原因,病因,1
咋免得小儿支气管扩张,预防,2
最近两天睡眠质量太差，基本整晚都睡不着觉，怎么办好呢？会影响胎儿吗？,其他,12
孕妇可以用三九雷公藤片吗？,禁忌,9
你好，我想咨询一下药物的作用，维思通分散片和维思通在效果上有什么区别？,其他,12
老年人泌尿系结石会传染给其他人吗？,传染性,7
羊水与胎粪吸入综合征我会染上吗,传染性,7
左边头痛像针刺一样痛怎么办呢？请问有什么办法可以缓解呢？,治疗方法,5
病毒性脑膜炎如何预防？,预防,2
冒昧问一下咽旁间隙感染治疗多少时间,治疗时间,11
健脾化积口服液有什么作用，适应什么人群，如何服用,其他,12
对于心脏病高血压的患者吃七味葡萄散有影响吗，需要注意什么,禁忌,9
如果得了慢性心包炎要治几多时间,治疗时间,11
做直肠镜痛苦吗？,其他,12
强迫症如何治疗好,治疗方法,5
您好小儿后尿道瓣膜症候,临床表现(病症表现),3
请问壮腰补肾丸要吃多久，这个药也治疗骨质疏松吗？,其他,12
餐后血糖一小时8.5高吗,临床表现(病症表现),3
请问张医生孩子的海绵状的血管瘤多大才有治疗，4X3mm用治疗吗，内蒙古婴儿海绵状的血管瘤婴儿多大治疗为好？,治疗方法,5
"心跳突然加速还出汗,请问这是不是心脏病啊？请问怎么办呢？有什么办法治疗吗？怎样才应该怎么来缓解呢？",其他,12
如果得了多重肺部感染治好要多少天,治疗时间,11
痔疮和喝啤酒有关吗？,病因,1
我到医院去看了的我有抑郁症吃了半年的盐酸沸西汀怎么不见好那个医生说我吃半年就好了，,其他,12
脑出血是什么引起的？,病因,1
成年人睾丸只有8毫升？,临床表现(病症表现),3
阴茎短小是什么问题？,病因,1
慢阻肺能治愈吗？,治愈率,8
风湿性心脏病临床上以什么最常见,临床表现(病症表现),3
我的白癜风刚检查出来不久，我也不知道怎么回事，我的白癜风长在胳膊上是早期的，为什么会患上白癜风？,其他,12
早期肿瘤都有哪些症状？拉稀是吗,临床表现(病症表现),3
感冒了感冒了感冒了感冒了感冒了感冒了感冒了感冒了感冒了感冒了感冒了感冒了感冒了,治疗方法,5
前不久发现女友有一些强迫症症状她的情况就会越来越差现在干什...,其他,12
小腹疼痛，一坐下就感觉有东西从肛门上往上搥，站着还好点,其他,12
胰腺癌不能吃什么,其他,12
肚子一阵一阵疼是要生了吗,临床表现(病症表现),3
肚子胀痛、不舒服,病因,1
就是脚底长的不知道什么东西，有时会剧烈疼痛。,病因,1
5岁小孩记性差记不住东西怎么办啊？希望知情人士告知能提高孩子记忆力的方法！,其他,12
您好鱼油和鱼肝油可以同时服用吗,禁忌,9
没有病史，这是第一次，医生说长了湿疣，在阴道上也长了，这样的情况下怎么治疗？,治疗方法,5
我应经断断续续的使用该药有一年多的时间了，该药还是朋友介绍的，蛮好用的呢。,其他,12
同仁堂痔疮止血颗粒怎样购买？能邮寄吗？具体使用方法是什么？一直服用还是好了就不需要服了？,其他,12
复方氢氧化铝片是治疗哪些方面的病症呢？使用多长时间可以见到效果？,其他,12
为什么肿瘤患者不宜吃人参,定义,0
大约半个月，腹部胀痛，出血，拍片医生说是血管瘤，内蒙古婴儿得了血管瘤的较好治疗时间是什么时候？,治疗时间,11
慢性支气管炎怎么治疗可以彻底好,治疗方法,5
肾上腺素能依赖性尖端扭转性室性心动过速容易感染不,传染性,7
阴茎上长泡是怎么回事？,临床表现(病症表现),3
孩子从小就不爱吃饭，怎么办？,治疗方法,5
请问得了腹膜后脂肪瘤有什么一并出现,相关病症,4
髌骨轻微骨折，目前吃的是活血止痛片和索洛索芬钠分散片，为了加快愈合，可以和独一味胶囊一个吃吗,禁忌,9
白细胞满视野卵磷脂+脓细胞20-30,相关病症,4
阴茎短小、房事时间短,其他,12
心绞痛失眠是怎么回事,临床表现(病症表现),3
老年人正常血压多少160正常吗,其他,12
如果得了肝炎双重感染要检查啥项目？,化验/体检方案,10
从今年五月开始，右眼下睫毛有一部分开始变白，并在不断增加，手背和颈部也有斑点出现，不过发展速度很慢,临床表现(病症表现),3
只咳嗽，晚上都被咳醒，而且咳的时候有白色的（透明的）痰,临床表现(病症表现),3
我父亲在最近上班的时候一直咳嗽，然后去往医院进行治疗，说得了肺炎，一直吃药也不见好，我想问一下，间质性肺炎能不能治好？,治愈率,8
我爷爷患有高血压病，都有在服用降压药，最近店员推荐加脑心通胶囊一起服用，悔棋冲突吗？,其他,12
心包摩擦音有哪些表现和诊断？,其他,12
您好，我媳妇感觉小便有刺痛感，请问这是怎么回事？,治疗方法,5
布氏杆菌性关节炎治好希望大么？,治愈率,8
小孩咳嗽反反复复，这两天又严重些，晚上睡觉不咳，白天咳得很厉害,治疗方法,5
您好，请问有什么好的建议吗？？要怎么服用好呢,其他,12
昨天检查出了肺结核，目前这种情况严重吗？可以痊愈吗,其他,12
我家孩子长的血管瘤9厘米在膝盖上的血管瘤，医生说不能动手术那能治好吗，内蒙古婴儿膝盖长了海绵状的血管瘤治疗方法有哪些？,治疗方法,5
用肛门扩张器插入肛门拔出时带出大概10滴血之后没血流出晚上大便前端有点干血，这是直肠穿孔吗？问题大吗？,其他,12
请问治疗巧克力囊肿期间月经不调什么时候可以复原？,治疗时间,11
恒古骨伤愈合剂的使用有效期是多长时间呢？,其他,12
外阴恶性淋巴瘤看什么医生,所属科室,6
什么是心悸怔忡,定义,0
疱疹后神经痛怎么回事,定义,0
我想请问一下，最近老想上厕所～刚上一会又想上怎么回事啊,病因,1
请问一下，盐酸普萘洛尔片主要有什么作用啊？,其他,12
年龄51岁，女，患高血压多年，都是服用安内真，血压还是不见得降下来，要换药吗？最近还老是失眠，这是什么问题呢？,其他,12
请问，服用阿戈美拉汀片时要注意哪些方面？？,禁忌,9
月经要结束的前一天同房了然后当天晚上吃的紧急避孕药下次来月经推迟都已经一个星期多了会怀孕了不敢买验孕棒,其他,12
医生，我今天感觉睡着就好，不能起来走动，走动就心跳历害，呼吸困难，这是怎么啦,病因,1
后脑梗堵塞今天刚转到邯郸中心医院手没有知觉血压血糖高请问怎样治疗具体治疗方案是什么,其他,12
头部左耳朵上方撞到墙了，起了肿块，上下摇晃头部里面会痛，有事吗？第二天吃饭恶心，只吃一点，不想吃饭。,临床表现(病症表现),3
晚上感觉胃有点不消化，有点胀，上吐下泻还发烧,临床表现(病症表现),3
小便后为什么有血,临床表现(病症表现),3
更年期，易烦躁，盗汗，情况不算糟糕，我干嘛好呢？,治疗方法,5
头痛胸闷拉肚子该怎么办呢？怀孕7个月多，感觉全身都不舒服，可以吃药么？,其他,12
男，34岁，近半个月小便次数很多，请问是什么原因？吃什么药好？,治疗方法,5
你好，请问龙牡壮骨颗粒可以改善宝宝多汗的现象吗？有效果吗？,其他,12
冒昧问一下老年人运动神经元病治好要多久,治疗时间,11
这段时间小便完后又想去尿但是又只尿出几滴尿常规没问题,临床表现(病症表现),3
"你好,我媳妇尿路感染,吃三金片可以吗?她肝肾不好。",治疗方法,5
尖锐湿疣能治好吗?小阴唇内侧肉粒，无性生活史，可能是尖锐湿疣吗?,临床表现(病症表现),3
我肛门旁边长了一个豆豆很痛是怎么回事啊？,病因,1
请教一下反向斜视可治率多高？,治愈率,8
三磷酸腺苷二钠片(禾穗牌)主要作用是什么？效果好吗？,其他,12
宝宝24小时不大便,病因,1
抑郁强迫症能治好吗,治疗方法,5
宝宝穿裤子换尿布视频哪里可以看呢？我想给宝爸看一下，让他学习一下。,其他,12
有胃炎和十二直肠溃疡要怎么办？,治疗方法,5
腹膜后肿瘤化验什么啊,化验/体检方案,10
孕期需注意哪些高危因素避免先天性心脏病的发生？,预防,2
请教一下混合性厌氧菌感染能治吗,治愈率,8
请问59岁得了膀胱结石，前列腺增大排尿障碍，要如何治疗呢？,治疗方法,5
去年查出HPV值高，主要是做TCT有问题，老是有炎症，有时有异味。一直治疗效果不好，值一直就没下来，最底是19。自从听到这个消息之后，我当时心情有那么一段时间非常的低落啊，不知道怎么办。请问hpv值高怎么治疗？请问男性HPV病毒多久能自愈,治愈率,8
我昨天刚检查出尖锐湿疣.有什么办法可以治好，因为前年我看到我男朋友下面长了东西，当时没注意，现在看他的像尖锐湿疣,其他,12
服用脊灰糖丸后，吐奶吐得厉害是怎么回事？,病因,1
请问双氯芬酸二乙胺乳胶剂主治功能是什么呢？有需注意的事项吗？,其他,12
脑发育不全性脑积水可以并发哪些疾病?,相关病症,4
宝宝多次患腹泻吃什么益生菌好,治疗方法,5
颅内转移瘤怎么诊断,临床表现(病症表现),3
您好，我想问一下我脸咬合痛吃塞来昔布胶囊可以吗？急需帮助，非常感谢。,治疗方法,5
问一下疣状角化不良病做啥检查,化验/体检方案,10
去都安人民医院能治疗好肺结核吗,化验/体检方案,10
癌症等于死亡吗,禁忌,9
打扰问一下新生儿侵袭性大肠杆菌肠炎容易感染不,传染性,7
血压低会有心脏病吗,相关病症,4
我孩子头部长黄豆大小颗粒，经病检是血管瘤，已长达八个月时间，啥子症庄都没有，只是发痒，内蒙古婴儿在头部长的血管瘤咋治啊？,临床表现(病症表现),3
治疗气胸的方法有哪些,治疗方法,5
请问早期结肠癌手术后是否一定需要化疗?,治疗方法,5
我想请问一下，肾不好的话服用鱼肝油可以吗？会不会对身体造成不好的影响？,治疗方法,5
我是一名心力衰竭的病人，平时总是会有心慌、气短、胸闷的情况，而且腿脚也有水肿的现象，请问心力衰竭的症状该怎么缓解？,治疗方法,5
没有病史，这是第一次，医生说长了湿疣，在阴道上也长了，这样的情况下怎么治疗？,治疗方法,5
嗓子疼鼻涕是黄色的老有鼻涕,相关病症,4
尿道口红肿有炎症,临床表现(病症表现),3
你好医生请问脑囊虫能彻底治好嘛,治愈率,8
妊娠合并重症肌无力是什么病,定义,0
之前内痔疮不明显，现在像外痔疮，肛门坠胀或排便困难。便后滴血多，很痛，反复发作。如何有效防御和治疗？,治疗方法,5
我想问问经常性的头痛可以用血府逐瘀颗粒(世纪康)治疗吗？,治疗方法,5
经常出去应酬，要喝很多的酒，痔疮总是复发，有时候解大便还有血滴，去医院检查说是痔疮，有的医生说是直肠癌，到底得的什么病？,病因,1
我最近牙痛，请问我能同时服用四环素2片，强的松2片，保太松2片，安乃进1片吗？,其他,12
糖尿病多少年，最近看不清楚了,临床表现(病症表现),3
直肠脱垂怎么治疗,治疗方法,5
同型胱氨酸尿症如何体检,化验/体检方案,10
阴茎短小怎么办？性生活时间短怎么办？,其他,12
冒昧问一下功能性胃肠病会传给孕妇吗,传染性,7
脖子上又长了个包，以前做了一次手术，检查说是血管瘤，应该怎样治疗，内蒙古婴儿长的血管瘤在脖子上咋治呢？,治疗方法,5
分水岭区脑梗死易发人群有哪些,其他,12
宝宝大便闻起来酸酸的,病因,1
小孩大便干燥怎么办啊？,治疗方法,5
什么动物有强迫症,其他,12
出现白癜风后需要注意哪些事情？手部出现了白癜风，白斑光滑，没有疼痛感觉,禁忌,9
膑骨骨折手术后一个半月.头感觉有点晕.双脚冷出汗.血压高压126.低压69.这样血压正常吗？,治疗方法,5
得了慢性支气管炎一年了，医生也看过好几个，药了吃了很多，都不好，请问有什么办法呢?,治疗方法,5
夜里多梦多尿怎办啊呢？怀孕晚期了，总是半夜要起来拉尿，而且老做梦的呢！,治疗方法,5
你好心脏病的人能喝生脉饮吗,禁忌,9
我上过厕所还没有几分钟还想上怎么回事,临床表现(病症表现),3
孕晚期，准备预产期，得了痔疮，大便出血，疼，怎么办？,治疗方法,5
想给孩子吃钙尔奇和鱼肝油，不知道这两种保健品能不能一起吃,禁忌,9
"小腹痛，有点想吐,还有点尿道出血",其他,12
怀孕三十五周的准妈妈腰疼晚上睡觉失眠多梦，是这个时候的准妈妈都这样吗？,临床表现(病症表现),3
肺气肿，天气变冷时会发作，吃了复方甘草片会改善很多，就是买不到！,其他,12
左氧氟沙星几小时吃一次，我是急性比较重能不能四小时吃一次，一次两颗。,其他,12
吃了四年的阿普唑仑片吗，现在不吃睡不着，是不是有耐药性了呢？,其他,12
脑穿通畸形易发人群有哪些,临床表现(病症表现),3
如果得了白痢是否会传染？,传染性,7
药品联合使用是大家比较关注的问题，请问多糖铁复合物胶囊能和碳酸钙d3颗粒混着吃吗？,禁忌,9
稳定型心绞痛如何联合用药,治疗方法,5
老是想上厕所是什么原因？,病因,1
生过小孩小肚子痛是怎么回事,病因,1
我家孩子睡觉抽搐吐白沫该怎么办呢？我吓死啦，现在宝宝在急诊室，大家说是干嘛了啦？,其他,12
怀孕期间腿痛怎么办，我现在出现这种情况有什么好的办法可以缓解吗？,治疗方法,5
我的小孩大便干燥怎么办,治疗方法,5
我昨天吃了两个石榴，今天就有点咳嗽了，请问一下石榴吃了会咳嗽吗?,其他,12
？,其他,12
失眠吃了奥氮平和碌硝西怑都睡不着，怎么办8,治疗方法,5
孕妇如何预防胎儿发生先心病？,预防,2
晚上经常胆汁返流做胃镜显示慢性胃炎伴胆汁返流十二指肠球溃疡吃了1个半月西药也不大管用，我该怎么办,治疗方法,5
我早上开始心肌梗塞不知道怎么了这个是怎么回事的啊怎么办,治疗方法,5
七个月的宝宝，拉肚子六天了，精神头挺好，有时拉水样状的，有时拉鼻涕状的黏黏的，一天得四五次，给化验了大便，麻烦给看一下,临床表现(病症表现),3
苦柏洗液治宫颈时引起外痔可以用什么药？,治疗方法,5
不是感冒，也没有流鼻涕，也没有头疼，就是右边的鼻子不通,临床表现(病症表现),3
你好医生，麝香保心丸这个药物可以久服吗，注意事项,禁忌,9
强迫症会导致精神分裂吗,相关病症,4
请问得了化脓性中耳炎能治好不,治愈率,8
妊娠合并偏头痛的病因是什么,病因,1
请问是不是得了痔疮出现的症状和直肠癌症状一样就肯定是直肠癌了？,病因,1
一起吃会不会产生药理反应呢？吃了之后我的高血压不会不降反升吧？我要注意些什么？,其他,12
哮喘病人平时饮食应注意什么?,禁忌,9
宝宝几个月吃鱼肝油好的啊？大家告诉我下吧，我真的是很不太了解的。,禁忌,9
请问有没有维Ｄ2果糖酸钙注身液有没有途径可以找到？,其他,12
骨折内固定装是什么谢谢了,治疗方法,5
脑积水怎么回事？,病因,1
怎么做躲掉急性结石性胆囊炎,预防,2
宝宝拉肚子寻求答案,病因,1
"血管瘤怎么治疗,长在耳朵后面的，有1个月多啦，一直在长大的血管瘤，内蒙古婴儿长有血管瘤什么时间治疗比较好？",治疗时间,11
外阴包涵囊肿治好要多久,治疗时间,11
宝宝放屁，是消化不好吗？,病因,1
请问我已经有两个月没来月经了怎么回事？,病因,1
宝宝总是打嗝是什么原因？,病因,1
头会不自觉的动，越紧张感觉动的更明显。,临床表现(病症表现),3
面神经炎怎么办,治疗方法,5
之前没有吃过，所以不了解，可以长期服用吗？会不会引起中毒的？,其他,12
.盐酸二甲双胍缓释片则呢么杨咨询这个药的效果怎么办啊现在,其他,12
有的时候尿多，有的时候又不多，吃东西不多，就是嘴唇干的难受，还有嗜睡，尿的味道有点像食物烂掉，尿液检测尿道路感染,临床表现(病症表现),3
昨晚洗澡时发现，我的手臂皮下长了个硬疙瘩，我想问一下，手臂皮下长了个硬疙瘩该怎么办？,临床表现(病症表现),3
心悸会胸闷吗,定义,0
请问得了小儿原发性膀胱输尿管反流做啥体检呢？,化验/体检方案,10
十个值得学习的好习惯是什么呢？知道的来分享下，我和孩子一起学习。,其他,12
肛门位置很痒，是怎么回事,治疗方法,5
20天新生儿肚子痛，总是放屁，拉不出大便怎么办？,临床表现(病症表现),3
婴儿五十天了，吃什么鱼肝油好？,其他,12
急急急需怀孕3个月肠胃不..,其他,12
中医药在肝癌治疗方面有什么优势,治疗方法,5
请问得了甲状腺舌管囊肿与瘘能治吗,治愈率,8
小儿颅内出血可以怎么预防,预防,2
大便有血，无疼，无不舒服，就是先有血后有便，有一星期，应如何治疗？,治疗方法,5
请问甲状腺瘤术后三个月又复发了，现有一公分大还需要手术吗？,其他,12
吃治疗痔疮的药会影响月经吗？会影响怀孕吗？,其他,12
颅骨缺损综合征可以并发哪些疾病?,相关病症,4
尿频冬天严重时一天十七八次，吃复方石韦胶囊加盐酸左氧氟沙星片就好点停药就复发。怎么办,治疗方法,5
我奶奶是有冠心病我不知道冠心舒通胶囊这个药给她吃有没有效果啊，可以吃吗？,其他,12
您好，前两天早上我带我孩子去做B超检查各项，B超显示怀疑血管瘤，我想知道内蒙古婴儿的血管瘤较好的治疗时间？,治疗时间,11
要如何治疗强迫症,治疗方法,5
什么是胸腺瘤?,定义,0
你好，听说酮洛芬凝胶治疗骨关节炎效果不错，请问生产厂家有几家？法斯通是哪生产的？,其他,12
尼曼－匹克氏病有什么一同发生,相关病症,4
请问阴道有黑色的分泌物怎么办？,其他,12
得了高血糖，最近在吃参芪降糖胶囊，不知道饮食上还有什么需要注意的没,禁忌,9
我是一名糖尿病的患者，请问我的这种情况能不能服用臌症丸这种药物？,禁忌,9
慢性支气管炎怎么治疗好呢?,治疗方法,5
面神经炎是什么病,定义,0
"你好我家孩子左下腿有块血管瘤，在别处治过一段时间现在属于大面积溃烂再怎么办,内蒙古婴儿在腿部长的血管瘤咋治好啊？",治疗方法,5
怎样抵制小儿叶酸缺乏病,预防,2
肾胚胎瘤痊愈几率,治愈率,8
短P-R综合征看什么医生,所属科室,6
我丈夫平时都好好的，最近开始咳嗽个不停，到医院检查才知道是慢性支气管炎，他也不抽烟，也没啥坏习惯，怎么就得了这种病呢？,病因,1
今天学校入学体检，好多同学被查出有窦性心动过缓，我担心我以后也会得，我想问一下窦性心动过缓预防步骤是什么呢？,预防,2
通品的保质期是多久，维生素d滴剂保质期又是多久？,其他,12
皮肤发黄，小便发黄，巩膜发黄，手心发热,其他,12
我爸患有高血脂，医生给他开了这个药，但我爸的记性不太好，老是忘记吃药。,其他,12
手腕肌腱断裂后能恢复好吗,治愈率,8
关于婴儿便秘的问题,治疗方法,5
从昨天开始肚子右边按下痛用力吸气痛用力胀气也痛,相关病症,4
藏毛囊肿病症是啥,临床表现(病症表现),3
吃完萝卜能吃么？参芪降糖胶囊,禁忌,9
克拉霉素缓释片可以治疗尿道炎吗,治疗方法,5
服用奥卡西平片的7岁小孩在饮食方面需要注意什么？猪肉可以吃吗？,禁忌,9
怀孕后总是晚上很晚了都睡不着觉该如何是好？有什么办法可以让孕妇睡得好一些的。,其他,12
冒昧问一下实体肿瘤的肾损害的症状是什么,临床表现(病症表现),3
小便时有不舒服的感觉咋办,治疗方法,5
"我家孩子的血管瘤长在手上，怕好了以后也会复发,孩子才9个月大啊,我真不知该怎么办?,内蒙古婴儿张血管瘤较好治疗时间是多大？",治愈率,8
您好！我的心那里痛，去医院做心电图，说是窦性心律不齐,相关病症,4
请问各位医师急性肠炎跟熬夜有关系吗？,病因,1
怀孕两个多月，大肠干燥、便秘还有痔疮（混合痔），请问怎样缓解这些症状？肠干和便秘是从小到大一直这样！,治疗方法,5
你好，请问一下，得了肾结石，吃什么药会比较好呢？,治疗方法,5
心绞痛抽血化验什么,其他,12
一直注意个人卫生，没有不洁性生活，怎么觉得自己得了尖锐湿疣，请问医生尖锐湿疣有什么病症吗？,相关病症,4
不定时爱发脾气，常有狂燥現象，常有发呆，发脾气会自己打自已头。发脾气会随地而座，经常读书喜欢问也为什以？,临床表现(病症表现),3
酒精所致精神障碍易发人群是哪些人,传染性,7
请教一下慢性疲劳综合症要挂什么科室,所属科室,6
你好，最近我的腰困，尿色发黄有泡沫是怎么回事？,临床表现(病症表现),3
冻疮看啥科呢,所属科室,6
你好，我想请问一下服用安宫牛黄丸有什么禁忌，谢谢,禁忌,9
通脉降糖胶囊具体的功能疗效如何呢？如果一直吃这个药的话有什么害处呢？,其他,12
我最近感觉记性很不好的，记忆力下降是什么疾病吗？服用苁蓉益肾颗粒能提高吗？,其他,12
慢阻肺复发一次会加重么？,相关病症,4
前几天发现大阴唇上方两侧长了一两个小肉揪，就是别人耳朵上长的那种，会是尖锐湿疣吗？,临床表现(病症表现),3
孕晚期晚上睡觉睡到半夜就醒来了，醒来后就睡不着了，怎么办好呢？,治疗方法,5
心包摩擦音是怎么回事？,定义,0
小儿色素荨麻疹能否治好,治愈率,8
你好；请问健骨生丸的主治症状及成份分别有那些呢？,其他,12
结婚一年多了一直没注意这几天发现阴道口感觉有颗粒状的东西是尖锐湿疣吗？,临床表现(病症表现),3
姿态性腰腿痛要做哪些检查,化验/体检方案,10
什么是血管瘤,定义,0
孕吐得很厉害怎么办,治疗方法,5
湿疣有什么治疗方法吗？就只有一颗小息肉的疣，都要注意些什么，会传染吗？,其他,12
八个月的宝宝大便什么颜色,定义,0
淋巴结炎，胸口沉闷，,临床表现(病症表现),3
过敏性哮喘怎么预防？,预防,2
请问肚子疼怎么办？,治疗方法,5
刺痛对于这种情况，应该怎么办呢，如何去治疗才好？,治疗方法,5
您好，请问一下，右手第五掌掌骨骨折而且现在还有点畸形了是不是一定的做手术了？,治疗方法,5
小孩的大便带有黏丝怎么回事呢,临床表现(病症表现),3
心绞痛换个姿势睡觉会好吗,预防,2
脓便血，成形，每日三四次，腹阵痛，腹鸣。复发，有什么中药方法治疗？,治疗方法,5
对于这种情况，尿路感染应该怎么办呢，如何去治疗才好？,其他,12
38周了，昨天去医院检查，双顶径9.1，股骨6.8，是不是娃儿头大了，我很是担心，请朋友们帮我回答哈,其他,12
你好，我想大概问一下啊孟鲁司特钠片你这里出售吗？我舅舅说别人说这个对肺气肿有用,其他,12
你好，麻烦问一下胃空肠输入袢综合征有什么共现,相关病症,4
速效救心丸只要功效是什么啊？心脏病发作时服用的吗？,其他,12
妊娠合并重症肌无力怎么诊断,化验/体检方案,10
你好，我有关节疼痛现象，医生开了益肾蠲痹丸，请问，此药的厂家有哪些呢？,其他,12
孕期睡眠不好怎么办？每天晚上睡觉总感觉腰酸背痛，睡不着怎么办？,治疗方法,5
病毒性脑膜炎的病因是什么？,病因,1
孩子的手指肚上有红斑，越长越大，体检查出有血管瘤，要紧吗？内蒙古婴儿手指肚上血管瘤能治好不？,治愈率,8
宝宝几个月吃鱼肝油好呢？我准备等宝宝满一百天的时候开始吃，可以吗？,其他,12
冒昧问一下肘关节结核什么人容易得,传染性,7
一岁宝宝智力发育迟缓怎么办？有办法能够解决这个问题嘛？,治疗方法,5
冒昧问一下癫痫发作与癫痫综合征得治疗几个小时,治疗时间,11
常常感觉到头痛啊想知道要怎么治疗买这个要吃可以吗,治疗方法,5
慢阻肺是什么病，该怎么治疗？,其他,12
盐酸小劈碱片，维颠茄铝胶囊可以喝吗,其他,12
我低血压，气血不足，身体虚弱，脸上还过敏了，该吃什么药？,定义,0
第一次怀孕是人流还是药流好？,其他,12
有痔疮老便秘怎么办,治疗方法,5
1岁宝宝宝突然不吃饭怎么了，还吐,临床表现(病症表现),3
阴茎短小有什么方法治疗,治疗方法,5
急性播散性全脑炎有什么发病特点？,定义,0
我今年64岁，患有糖尿病，近期牙齿痛得厉害，请问吃芬必得止痛适合吗？,禁忌,9
成都治疗便秘肛肠医院排名每天喝了很多水为什么还便秘？,治疗方法,5
我生宝宝1个月零8天了，是母乳喂的，刚去医院检查说尿路感染了，白细胞3个+，能吃什么药呀？在不影响母乳的情况下。。,治疗方法,5
您好疣状表皮发育不良多大几率能治好,治愈率,8
"复方地芬诺酯片,孕妇能吃吗?",禁忌,9
小便时感觉疼痛有点尿不尽的感觉前几天有过性行为,临床表现(病症表现),3
孕晚期失眠怎么办？我从孕33周开始，晚上从3、4点钟开始失眠，到了天快亮了，有治失眠症吗？,治疗方法,5
打扰问一下胸壁深部软组织感染要治几多时间,治疗时间,11
我的舌头大而厚，有很深的齿印，说话有时舌头发沉，吐字不太清，这是怎么回事？,病因,1
晚上失眠怎么办啊啊，请问各位妈妈失眠会不会影响胎儿的发育啊？,其他,12
心悸早搏吃什么药,治疗方法,5
长痔疮怎么办？,治疗方法,5
脾胃虚会不会引起内分泌失调,相关病症,4
心脏病高血压吃什么,预防,2
宝宝现在2个多月一直拉肚子，请问正常吗，该怎么办呢,治疗方法,5
痔疮能顺产吗？,其他,12
在感觉不到粉尘的环境工作6个月会不会得尘肺病,定义,0
阴茎短小，勃起不坚，,临床表现(病症表现),3
检查肛瘘做的是B超吗？费用是多少？,其他,12
你好，朋友在吃了盐酸舍曲林片出现排尿困难，请问这是什么原因呢？,临床表现(病症表现),3
菊明降压丸能降低压吗，我低压0能降下来吗，得长年服用吗,其他,12
男性尿路感染吃什么药,治疗方法,5
多发性脑梗塞的病因是什么？,病因,1
在怀孕期中，如果睡眠不好了，该如何调理？已经有一两个月了，老是失眠。,治疗方法,5
无痛人流也是刮宫吗？,其他,12
心绞痛什么科,所属科室,6
请问山雄万通筋骨片效果怎么样呢？多长时间能起作用呢？,其他,12
高血压血管热导致手部骚痒,治疗方法,5
如果得了小儿先天性卵巢发育不全有什么伴随,相关病症,4
咳嗽，一点说不话来。,临床表现(病症表现),3
婴儿心绞痛是什么症状,临床表现(病症表现),3
冒昧问一下倾倒综合征的症状是什么,临床表现(病症表现),3
请问吃甜的东西经常想吐痰怎么回事,病因,1
